Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
CHS.31	LINC01128	1	+	827591	859446	0.845926	2.951150	10.708327
CHS.32	LOC107984850	1	+	860226	868202	0.166017	0.261900	0.950311
CHS.33	FAM41C	1	-	868071	876802	0.000000	0.000000	0.000000
CHS.48	AGRN	1	+	1020102	1056119	0.065660	0.147718	0.535999
CHS.49	LOC100288175	1	+	1058784	1068601	0.173963	0.609749	2.212492
CHS.50	RP11-54O7.18	1	-	1062208	1063288	0.000000	0.000000	0.000000
CHS.51	RNF223	1	-	1065635	1074307	0.023607	0.063334	0.229811
CHS.52	LOC105378948	1	-	1066420	1069029	0.000000	0.000000	0.000000
CHS.45	HES4	1	-	990339	1001611	0.085045	0.492721	1.787853
CHS.46	ISG15	1	+	1001053	1014597	4.012266	11.245622	40.805046
CHS.47	-	1	-	1007921	1014068	0.000000	0.000000	0.000000
CHS.62	-	1	+	1159664	1170340	0.000000	0.000000	0.000000
CHS.36	LOC284600	1	+	905115	921990	0.000000	0.000000	0.000000
CHS.37	LOC107985728	1	-	916309	925604	0.000000	0.000000	0.000000
CHS.38	LOC100130417	1	-	916818	919692	0.000000	0.000000	0.000000
CHS.39	SAMD11	1	+	923923	948974	0.221908	0.367645	1.334012
CHS.40	NOC2L	1	-	941883	960806	1.432726	8.228883	29.858728
CHS.42	KLHL17	1	+	960103	966184	0.383121	1.135943	4.121801
CHS.41	PLEKHN1	1	+	965820	975108	0.125397	0.237679	0.862423
CHS.43	PERM1	1	-	974999	982117	0.063619	0.383069	1.389976
CHS.63	TTLL10-AS1	1	-	1173055	1179648	0.000000	0.000000	0.000000
CHS.64	TTLL10	1	+	1173709	1197936	0.000000	0.000000	0.000000
CHS.66	TNFRSF18	1	-	1203508	1207900	0.000000	0.000000	0.000000
CHS.54	C1orf159	1	-	1081811	1116356	0.371150	1.533198	5.563249
CHS.79	CPTP	1	+	1324756	1328896	0.628835	1.518631	5.510393
CHS.80	TAS1R3	1	+	1331280	1335320	0.707929	0.997028	3.617745
CHS.81	DVL1	1	-	1335278	1349142	1.503749	2.410391	8.746171
CHS.83	MXRA8	1	-	1352689	1363541	0.367387	1.095009	3.973269
CHS.67	TNFRSF4	1	-	1211326	1216812	0.000000	0.000000	0.000000
CHS.68	SDF4	1	-	1216760	1232067	5.266320	41.853355	151.866041
CHS.69	B3GALT6	1	+	1232249	1235041	2.509846	3.396573	12.324558
CHS.71	FAM132A	1	-	1242446	1247218	0.000000	0.000000	0.000000
CHS.72	RP5-902P8.12	1	-	1249777	1251334	0.344031	0.465577	1.689359
CHS.73	UBE2J2	1	-	1253909	1273854	3.537759	16.451829	59.695909
CHS.74	LOC101928895	1	+	1274002	1279447	0.785159	1.445314	5.244362
CHS.75	SCNN1D	1	+	1280415	1292029	0.185735	0.364931	1.324161
CHS.76	ACAP3	1	-	1292384	1307925	1.335410	5.716786	20.743514
CHS.77	PUSL1	1	+	1308562	1311810	1.083204	3.018724	10.953522
CHS.78	CPSF3L	1	-	1311585	1324687	3.408166	18.353827	66.597363
CHS.95	ANKRD65	1	-	1418420	1422561	0.000000	0.000000	0.000000
CHS.96	LOC105378585	1	+	1420166	1423769	0.000000	0.000000	0.000000
CHS.93	RP4-758J18.13	1	+	1409096	1410618	0.386408	0.522926	1.897450
CHS.101	ATAD3C	1	+	1448004	1470221	0.000000	0.000000	0.000000
CHS.98	VWA1	1	+	1428141	1447244	0.000000	0.000000	0.000000
CHS.100	LOC102724312	1	-	1430157	1434573	0.000000	0.000000	0.000000
CHS.99	LOC107985729	1	+	1433233	1435626	0.000000	0.000000	0.000000
CHS.90	RP4-758J18.2	1	+	1399527	1402046	1.209600	3.193214	11.586665
CHS.91	MRPL20	1	-	1401896	1407313	2.558080	11.649342	42.269956
CHS.103	ATAD3B	1	+	1471732	1509467	0.960728	9.496595	34.458653
CHS.104	ATAD3A	1	+	1512143	1534689	0.744364	3.505376	12.719352
CHS.86	AURKAIP1	1	-	1373730	1375438	7.036363	16.501736	59.876997
