Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
CHS.32	LOC107984850	1	+	860226	868202	0.000000	0.000000	0.000000
CHS.33	FAM41C	1	-	868071	876802	0.000000	0.000000	0.000000
CHS.31	LINC01128	1	+	827591	859446	1.717285	3.653066	12.786535
CHS.36	LOC284600	1	+	905115	921990	0.031122	0.033941	0.118802
CHS.37	LOC107985728	1	-	916309	925604	0.000000	0.000000	0.000000
CHS.38	LOC100130417	1	-	916818	919692	0.000000	0.000000	0.000000
CHS.39	SAMD11	1	+	923923	948974	0.422052	0.432001	1.512100
CHS.40	NOC2L	1	-	941883	960806	3.705156	12.014167	42.052227
CHS.42	KLHL17	1	+	960103	966184	1.279420	2.644011	9.254622
CHS.41	PLEKHN1	1	+	965820	975108	0.021036	0.021804	0.076318
CHS.43	PERM1	1	-	974999	982117	0.177299	0.416614	1.458241
CHS.49	LOC100288175	1	+	1058784	1068601	0.153636	0.946317	3.312316
CHS.50	RP11-54O7.18	1	-	1062208	1063288	0.458384	0.383253	1.341470
CHS.51	RNF223	1	-	1065635	1074307	0.000000	0.000000	0.000000
CHS.52	LOC105378948	1	-	1066420	1069029	0.000000	0.000000	0.000000
CHS.59	LINC01342	1	+	1137017	1144056	0.000000	0.000000	0.000000
CHS.45	HES4	1	-	990339	1001611	0.973596	5.136937	17.980410
CHS.46	ISG15	1	+	1001053	1014597	150.261032	260.387329	911.412964
CHS.47	-	1	-	1007921	1014068	4.802894	4.015679	14.055760
CHS.48	AGRN	1	+	1020102	1056119	1.403146	3.028028	10.598766
CHS.54	C1orf159	1	-	1081811	1116356	0.946700	3.004778	10.517385
CHS.63	TTLL10-AS1	1	-	1173055	1179648	0.078544	0.075632	0.264727
CHS.64	TTLL10	1	+	1173709	1197936	0.000000	0.000000	0.000000
CHS.62	-	1	+	1159664	1170340	0.018433	0.015414	0.053953
CHS.72	RP5-902P8.12	1	-	1249777	1251334	0.302311	0.252761	0.884719
CHS.69	B3GALT6	1	+	1232249	1235041	4.602361	3.848015	13.468897
CHS.71	FAM132A	1	-	1242446	1247218	0.274622	0.689540	2.413541
CHS.66	TNFRSF18	1	-	1203508	1207900	0.492358	0.636009	2.226171
CHS.67	TNFRSF4	1	-	1211326	1216812	1.074131	1.346199	4.711991
CHS.68	SDF4	1	-	1216760	1232067	15.255379	77.198120	270.210419
CHS.1	DDX11L1	1	+	11874	14409	1.776664	1.485461	5.199441
CHS.2	WASH7P	1	-	14362	29370	9.961731	9.511103	33.290955
CHS.3	LOC107985730	1	+	29926	31295	0.000000	0.000000	0.000000
CHS.4	FAM138A	1	-	34611	36081	0.000000	0.000000	0.000000
CHS.5	LOC105379212	1	+	51943	53959	0.000000	0.000000	0.000000
CHS.6	OR4F5	1	+	69091	70008	0.000000	0.000000	0.000000
CHS.7	LOC100996442	1	-	91169	297504	1.386851	28.030901	98.114326
CHS.8	LOC729737	1	-	134773	140566	10.415845	10.244148	35.856770
CHS.9	LOC102725121	1	+	181049	184258	0.000000	0.000000	0.000000
CHS.10	LOC102723897	1	-	184878	199860	6.459879	10.366079	36.283558
CHS.11	LOC107985721	1	+	200442	203983	0.000000	0.000000	0.000000
CHS.12	-	1	-	352749	356597	0.387235	0.323766	1.133251
CHS.13	RP4-669L17.2	1	+	360057	366052	0.000000	0.000000	0.000000
CHS.14	RP4-669L17.10	1	-	365395	379972	0.000000	0.000000	0.000000
CHS.15	OR4F29	1	-	450740	451678	0.000000	0.000000	0.000000
CHS.16	LOC100132287	1	-	489361	499772	7.643025	12.301222	43.056984
CHS.17	-	1	-	499860	523759	4.080431	9.544282	33.407085
CHS.18	RP5-857K21.4	1	-	585989	611297	0.000000	0.000000	0.000000
CHS.19	LOC101928626	1	-	627380	634927	0.032734	0.035851	0.125486
CHS.20	OR4F16	1	-	683910	720118	0.021600	0.061446	0.215076
CHS.21	LOC100133331	1	-	724520	730351	0.000000	0.000000	0.000000
CHS.23	LOC107984841	1	-	732159	746737	0.936844	8.170659	28.599102
CHS.24	LOC107984847	1	-	735566	738953	6.810275	6.016580	21.059353
CHS.22	LOC107984849	1	-	739962	740334	2.143541	1.792206	6.273113
CHS.25	LOC100288069	1	-	755864	778688	2.251245	4.897388	17.141935
CHS.27	LOC105378580	1	+	778760	810065	0.707479	3.673223	12.857090
CHS.26	RP11-206L10.9	1	+	784370	787186	1.682818	1.900374	6.651729
CHS.28	FAM87B	1	+	817371	819834	1.526933	1.276662	4.468598
CHS.30	LINC00115	1	-	826206	827522	3.364085	2.812697	9.845058
CHS.79	CPTP	1	+	1324756	1328896	2.401566	3.589202	12.562999
CHS.73	UBE2J2	1	-	1253909	1273854	6.223849	14.208723	49.733654
CHS.74	LOC101928895	1	+	1274002	1279447	1.355267	1.844733	6.456969
CHS.75	SCNN1D	1	+	1280415	1292029	0.677334	1.024445	3.585785
CHS.76	ACAP3	1	-	1292384	1307925	2.886615	6.561335	22.966116
CHS.77	PUSL1	1	+	1308562	1311810	3.150247	5.476350	19.168430
CHS.78	CPSF3L	1	-	1311585	1324687	6.999891	21.294577	74.535698
CHS.80	TAS1R3	1	+	1331280	1335320	1.536889	1.736626	6.078573
CHS.81	DVL1	1	-	1335278	1349142	2.985229	4.876556	17.069019
CHS.83	MXRA8	1	-	1352689	1363541	0.611671	1.562898	5.470486
CHS.86	AURKAIP1	1	-	1373730	1375438	16.099125	24.501501	85.760643
CHS.94	LOC107984868	1	-	1411649	1416247	0.000000	0.000000	0.000000
CHS.93	RP4-758J18.13	1	+	1409096	1410618	1.415518	1.183509	4.142540
CHS.89	CCNL2	1	-	1385711	1399338	11.491501	30.400679	106.409073
CHS.90	RP4-758J18.2	1	+	1399527	1402046	0.570071	2.014640	7.051682
CHS.91	MRPL20	1	-	1401896	1407313	6.509398	18.235849	63.829487
CHS.135	PRKCZ	1	+	2050470	2185399	0.333686	7.944020	27.805817
CHS.136	RP5-892K4.1	1	-	2141084	2145279	0.660868	0.552549	1.934043
CHS.139	LOC100506504	1	-	2181811	2184176	2.003794	1.675364	5.864141
CHS.138	FAAP20	1	-	2184460	2212720	0.889350	4.763519	16.673365
CHS.140	LOC105378593	1	+	2205359	2220493	0.079772	0.066697	0.233454
CHS.137	LOC105378592	1	-	2207597	2215193	0.000000	0.000000	0.000000
CHS.142	SKI	1	+	2228695	2310213	2.374298	26.344078	92.210068
CHS.175	RP11-740P5.2	1	-	2811850	2817767	0.000000	0.000000	0.000000
CHS.176	-	1	+	2814059	2818157	0.000000	0.000000	0.000000
CHS.177	ACTRT2	1	+	3020593	3022911	0.127431	0.111715	0.391027
CHS.164	LOC105378597	1	+	2633111	2641043	1.000837	0.859541	3.008581
CHS.165	TTC34	1	-	2636988	2789737	0.058082	0.048562	0.169978
CHS.166	LOC105378603	1	-	2700540	2702756	0.000000	0.000000	0.000000
CHS.167	LOC105378602	1	+	2701377	2702276	0.000000	0.000000	0.000000
CHS.168	LOC105378601	1	+	2762488	2763387	0.000000	0.000000	0.000000
CHS.169	LOC105378598	1	+	2763419	2784745	0.000000	0.000000	0.000000
CHS.170	LOC107985732	1	+	2764564	2765629	0.000000	0.000000	0.000000
CHS.171	LOC105378600	1	+	2766073	2766972	0.000000	0.000000	0.000000
CHS.172	LOC107984904	1	+	2771826	2772891	0.000000	0.000000	0.000000
CHS.173	LOC105378599	1	+	2773495	2774394	0.000000	0.000000	0.000000
CHS.188	RP11-168F9.2	1	+	3487246	3487627	0.761780	0.636921	2.229364
CHS.187	ARHGEF16	1	+	3454583	3482186	0.000000	0.000000	0.000000
CHS.180	PRDM16	1	+	3069025	3438621	0.000000	0.000000	0.000000
CHS.181	RP1-163G9.2	1	-	3132927	3133709	0.000000	0.000000	0.000000
CHS.182	LOC105378606	1	-	3159009	3167597	0.000000	0.000000	0.000000
CHS.179	LOC107984909	1	+	3191945	3195519	0.000000	0.000000	0.000000
CHS.183	LOC105378605	1	-	3197662	3214473	0.000000	0.000000	0.000000
CHS.184	LOC105378604	1	-	3306636	3327974	0.000000	0.000000	0.000000
CHS.185	-	1	-	3366771	3373253	0.000000	0.000000	0.000000
CHS.101	ATAD3C	1	+	1448004	1470221	0.000000	0.000000	0.000000
CHS.103	ATAD3B	1	+	1471732	1509467	2.598956	9.806087	34.323463
CHS.104	ATAD3A	1	+	1512143	1534689	3.613622	8.225380	28.790640
CHS.105	TMEM240	1	-	1534778	1540360	0.000000	0.000000	0.000000
CHS.106	SSU72	1	-	1541673	1574882	20.031708	64.068428	224.253571
CHS.107	RP5-832C2.5	1	+	1574975	1577075	0.778677	0.651048	2.278813
CHS.109	C1orf233	1	-	1598008	1600096	0.088559	0.074044	0.259170
CHS.110	LOC105378586	1	+	1600314	1607383	0.801420	0.717939	2.512943
CHS.111	MIB2	1	+	1615188	1630610	4.431723	20.331978	71.166397
CHS.113	MMP23B	1	+	1631681	1634654	0.178259	0.272122	0.952488
CHS.114	CDK11B	1	-	1635226	1659839	20.966829	26.808575	93.835907
CHS.116	SLC35E2B	1	-	1660957	1693000	8.364042	20.516579	71.812538
CHS.117	LOC107985731	1	+	1692543	1699202	0.000000	0.000000	0.000000
CHS.118	MMP23A	1	+	1699939	1701808	0.000000	0.000000	0.000000
CHS.119	CDK11A	1	-	1702383	1724837	18.401968	31.787590	111.263557
CHS.120	SLC35E2	1	-	1724838	1746271	3.733976	7.896399	27.639132
CHS.121	NADK	1	-	1751232	1780514	45.863911	124.809555	436.860931
CHS.123	GNB1	1	-	1785122	1891117	11.433184	117.444427	411.081329
CHS.124	LOC105378949	1	+	1891057	1892722	0.731079	0.806853	2.824164
CHS.126	CALML6	1	+	1913751	1917296	0.055932	0.071461	0.250130
