Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
CHS.1	DDX11L1	1	+	11874	14409	7.526622	3.425201	12.563702
CHS.2	WASH7P	1	-	14362	29370	16.515129	8.565650	31.418957
CHS.32	LOC107984850	1	+	860226	868202	0.000000	0.000000	0.000000
CHS.33	FAM41C	1	-	868071	876802	0.000000	0.000000	0.000000
CHS.31	LINC01128	1	+	827591	859446	3.063454	3.602564	13.214271
CHS.59	LINC01342	1	+	1137017	1144056	0.457007	0.207974	0.762852
CHS.62	-	1	+	1159664	1170340	0.018137	0.346010	1.269170
CHS.66	TNFRSF18	1	-	1203508	1207900	0.454876	0.286859	1.052204
CHS.63	TTLL10-AS1	1	-	1173055	1179648	0.000000	0.000000	0.000000
CHS.64	TTLL10	1	+	1173709	1197936	0.000000	0.000000	0.000000
CHS.36	LOC284600	1	+	905115	921990	0.000000	0.000000	0.000000
CHS.37	LOC107985728	1	-	916309	925604	0.000000	0.000000	0.000000
CHS.38	LOC100130417	1	-	916818	919692	0.000000	0.000000	0.000000
CHS.39	SAMD11	1	+	923923	948974	0.249029	0.138739	0.508898
CHS.40	NOC2L	1	-	941883	960806	5.118150	10.061421	36.905476
CHS.42	KLHL17	1	+	960103	966184	2.280564	2.177024	7.985365
CHS.41	PLEKHN1	1	+	965820	975108	0.000000	0.000000	0.000000
CHS.43	PERM1	1	-	974999	982117	0.240222	0.360900	1.323787
CHS.45	HES4	1	-	990339	1001611	0.234620	0.954151	3.499842
CHS.46	ISG15	1	+	1001053	1014597	25.366526	23.955570	87.869469
CHS.47	-	1	-	1007921	1014068	1.232521	0.560893	2.057367
CHS.48	AGRN	1	+	1020102	1056119	0.512597	0.458514	1.681836
CHS.49	LOC100288175	1	+	1058784	1068601	0.255355	1.000212	3.668795
CHS.50	RP11-54O7.18	1	-	1062208	1063288	0.000000	0.000000	0.000000
CHS.51	RNF223	1	-	1065635	1074307	0.215723	1.095458	4.018159
CHS.52	LOC105378948	1	-	1066420	1069029	0.000000	0.000000	0.000000
CHS.54	C1orf159	1	-	1081811	1116356	1.772041	2.692044	9.874465
CHS.74	LOC101928895	1	+	1274002	1279447	2.454302	1.897105	6.958614
CHS.75	SCNN1D	1	+	1280415	1292029	0.552017	0.376339	1.380419
CHS.67	TNFRSF4	1	-	1211326	1216812	1.474798	1.029201	3.775129
CHS.68	SDF4	1	-	1216760	1232067	19.886654	53.041664	194.557800
CHS.69	B3GALT6	1	+	1232249	1235041	7.364482	3.351416	12.293054
CHS.71	FAM132A	1	-	1242446	1247218	0.903766	1.008905	3.700681
CHS.72	RP5-902P8.12	1	-	1249777	1251334	1.939024	0.882407	3.236687
CHS.73	UBE2J2	1	-	1253909	1273854	11.862921	13.976445	51.265854
CHS.76	ACAP3	1	-	1292384	1307925	5.366273	7.742445	28.399431
CHS.80	TAS1R3	1	+	1331280	1335320	2.673027	2.187335	8.023185
CHS.81	DVL1	1	-	1335278	1349142	5.683146	6.357875	23.320803
CHS.83	MXRA8	1	-	1352689	1363541	1.060994	1.475556	5.412366
CHS.86	AURKAIP1	1	-	1373730	1375438	25.718618	21.051413	77.216965
CHS.77	PUSL1	1	+	1308562	1311810	5.841429	5.771553	21.170162
CHS.78	CPSF3L	1	-	1311585	1324687	11.745324	20.731081	76.041985
CHS.79	CPTP	1	+	1324756	1328896	2.923816	2.446851	8.975093
CHS.93	RP4-758J18.13	1	+	1409096	1410618	3.076177	1.399901	5.134862
CHS.94	LOC107984868	1	-	1411649	1416247	0.083011	0.064612	0.236998
CHS.98	VWA1	1	+	1428141	1447244	0.000000	0.000000	0.000000
CHS.100	LOC102724312	1	-	1430157	1434573	0.000000	0.000000	0.000000
CHS.99	LOC107985729	1	+	1433233	1435626	0.000000	0.000000	0.000000
CHS.101	ATAD3C	1	+	1448004	1470221	0.035387	0.025201	0.092437
CHS.89	CCNL2	1	-	1385711	1399338	29.480370	39.486027	144.835464
CHS.90	RP4-758J18.2	1	+	1399527	1402046	10.022285	7.238601	26.551321
CHS.91	MRPL20	1	-	1401896	1407313	11.384342	17.346882	63.628677
CHS.7	LOC100996442	1	-	91169	297504	2.728379	29.636024	108.705482
CHS.8	LOC729737	1	-	134773	140566	12.061963	10.019603	36.752087
CHS.9	LOC102725121	1	+	181049	184258	2.719701	1.979795	7.261922
CHS.10	LOC102723897	1	-	184878	199860	11.932169	9.822405	36.028759
CHS.11	LOC107985721	1	+	200442	203983	0.000000	0.000000	0.000000
CHS.12	-	1	-	352749	356597	0.429244	0.195340	0.716509
CHS.13	RP4-669L17.2	1	+	360057	366052	0.000000	0.000000	0.000000
CHS.14	RP4-669L17.10	1	-	365395	379972	0.000000	0.000000	0.000000
CHS.15	OR4F29	1	-	450740	451678	0.147178	0.066977	0.245675
CHS.16	LOC100132287	1	-	489361	499772	8.748518	9.143508	33.538555
CHS.17	-	1	-	499860	523759	9.105259	10.385764	38.095173
CHS.18	RP5-857K21.4	1	-	585989	611297	0.186702	0.107991	0.396114
CHS.19	LOC101928626	1	-	627380	634927	268.868073	160.447388	588.523926
CHS.20	OR4F16	1	-	683910	720118	0.035300	0.110453	0.405145
CHS.21	LOC100133331	1	-	724520	730351	0.000000	0.000000	0.000000
CHS.23	LOC107984841	1	-	732159	746737	4.994787	26.498180	97.195808
CHS.24	LOC107984847	1	-	735566	738953	12.660543	5.845911	21.442909
CHS.22	LOC107984849	1	-	739962	740334	17.976225	8.180588	30.006544
CHS.25	LOC100288069	1	-	755864	778688	5.788019	5.384539	19.750586
CHS.27	LOC105378580	1	+	778760	810065	1.310649	3.990399	14.636856
CHS.26	RP11-206L10.9	1	+	784370	787186	0.808847	0.404313	1.483029
CHS.28	FAM87B	1	+	817371	819834	2.396771	1.090718	4.000774
CHS.30	LINC00115	1	-	826206	827522	4.479878	2.038695	7.477970
CHS.109	C1orf233	1	-	1598008	1600096	0.325515	0.148135	0.543361
CHS.103	ATAD3B	1	+	1471732	1509467	4.117484	8.480381	31.106192
CHS.104	ATAD3A	1	+	1512143	1534689	3.941165	5.776553	21.188501
CHS.105	TMEM240	1	-	1534778	1540360	0.511680	0.374818	1.374840
